ID,Gender,Race,Age_at_Release,PUMA,Gang,SupervisionRiskScoreFirst,NumSupervisionLevelFirst,Edu,Dependents,PrisonOffense,PrisonYears,NumPriArrFelon,NumPriArrMisd,NumPriArrViol,NumPriArrProp,NumPriArrDrug,NumPriArrPPVch,PriArrDVch,PriArrGunch,NumPriConvFelon,NumPriConvMisd,PriConViol,NumPriConProp,NumPriConDrug,PriConPPVch,PriConDomVch,PriConvGunch,Prior_Revocations_Parole,Prior_Revocations_Probation,Condition_MH_SA,Condition_Cog_Ed,Condition_Other,Y1Crim,nY1Crim,Training_Sample,pyv
213,1,1,45,3,0,2,1,3,1,Property,12,10,3,0,5,0,5,0,0,3,2,0,3,0,1,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
215,1,1,45,8,0,7,9,1,2,Violent/Non-Sex,48,6,3,3,3,0,1,1,0,2,1,1,0,0,0,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
218,1,1,50,4,0,4,4,3,3,Violent/Non-Sex,24,10,2,3,5,3,5,0,0,2,2,1,3,0,1,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
219,0,0,50,16,999,3,1,2,0,Property,12,10,5,1,5,1,5,0,0,3,2,0,3,0,1,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
220,1,1,35,4,1,6,1,2,3,Violent/Non-Sex,48,8,5,3,2,5,3,1,0,3,0,1,1,1,0,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
221,1,1,45,15,0,2,1,1,0,Property,12,5,5,0,4,2,2,0,0,3,3,1,3,1,1,0,0,0,0,1,0,1,TRUE,FALSE,1,0.701741735
223,1,1,50,14,0,4,999,2,0,Property,24,5,4,0,4,1,3,0,0,3,3,0,3,1,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
224,0,0,45,12,999,5,999,2,0,Property,24,10,6,3,1,4,5,1,0,3,4,1,0,2,0,0,0,1,0,1,1,0,FALSE,TRUE,1,0.298258265
225,1,0,30,3,0,5,1,2,1,Property,12,10,6,0,5,1,5,0,0,3,3,0,3,0,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
226,1,0,35,17,0,6,1,3,1,Other,24,9,6,3,1,2,5,1,1,2,4,1,1,2,1,0,1,0,0,1,0,0,FALSE,TRUE,1,0.298258265
227,1,0,50,6,0,7,4,1,0,Property,36,10,4,2,5,3,5,0,0,3,1,1,3,2,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
228,1,0,30,5,0,7,4,2,0,Property,48,9,6,1,4,2,5,1,0,3,4,0,3,0,1,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
229,1,0,40,9,0,8,4,2,0,Property,24,10,6,0,5,1,5,0,0,3,4,0,3,1,1,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
230,1,0,35,4,0,6,4,3,3,Property,24,3,4,0,3,1,1,0,0,3,3,1,3,0,1,1,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
231,0,0,40,4,999,5,999,1,3,Property,12,10,6,0,5,3,5,0,0,3,4,0,3,2,1,0,0,0,1,1,0,0,TRUE,FALSE,1,0.701741735
234,1,0,40,3,0,8,9,1,3,Drug,24,5,6,0,2,5,4,0,0,2,2,0,2,2,1,0,0,1,0,1,0,0,TRUE,FALSE,1,0.701741735
236,1,0,45,14,0,10,9,2,0,Property,48,10,5,1,5,1,5,0,0,3,2,0,3,2,1,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
237,1,0,40,21,0,9,1,3,0,Property,24,10,6,1,5,5,5,0,1,3,4,0,3,1,1,0,1,0,1,0,0,0,TRUE,FALSE,1,0.701741735
238,1,0,45,16,0,7,4,2,3,Property,48,10,6,3,5,0,5,1,0,3,4,1,3,0,1,0,0,1,0,1,1,1,FALSE,TRUE,1,0.298258265
239,1,0,40,16,0,8,1,2,1,Property,48,10,6,3,3,1,5,1,0,3,4,0,2,1,0,1,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
240,1,1,30,4,1,8,4,2,3,999,36,8,6,3,2,5,5,1,1,2,3,1,1,2,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
241,1,1,35,11,0,9,9,3,1,Violent/Non-Sex,36,10,6,2,5,5,3,0,0,3,4,1,2,2,1,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
243,1,1,45,3,0,4,1,2,3,Violent/Non-Sex,48,7,6,3,0,2,5,0,1,2,4,1,0,1,1,0,0,0,0,1,1,1,TRUE,FALSE,1,0.701741735
245,1,1,35,11,1,1,9,3,0,Violent/Non-Sex,24,10,6,3,3,3,5,1,1,3,4,1,1,0,1,1,1,0,0,0,0,1,FALSE,TRUE,1,0.298258265
246,1,0,30,3,0,7,4,1,3,Property,36,10,2,0,5,0,2,0,0,3,1,0,3,0,0,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
247,1,0,45,9,0,1,999,2,1,Drug,12,10,6,2,5,3,4,1,0,3,3,1,3,2,1,1,0,0,1,1,0,1,FALSE,TRUE,1,0.298258265
249,1,1,45,21,0,7,4,1,1,Property,36,10,6,0,5,0,5,0,0,3,4,0,3,0,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
250,0,0,45,14,999,4,999,1,3,Other,12,6,6,1,1,3,5,0,0,0,4,0,1,1,0,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
251,1,1,40,4,1,6,4,2,1,Violent/Non-Sex,36,10,6,3,5,1,5,1,1,3,4,1,2,0,1,1,0,1,0,1,0,1,TRUE,FALSE,1,0.701741735
252,1,1,30,12,1,10,9,2,2,Violent/Non-Sex,48,3,3,1,2,0,2,0,0,1,2,1,2,0,1,0,1,0,0,0,1,1,FALSE,TRUE,1,0.298258265
253,1,0,40,24,0,5,9,3,2,999,24,6,6,2,5,0,4,1,0,3,4,1,3,0,1,1,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
254,1,0,50,6,0,5,4,3,0,Drug,24,10,6,2,5,1,5,0,0,3,4,1,3,1,1,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
255,1,0,35,17,0,4,9,2,1,Violent/Sex,24,6,6,0,5,0,5,0,0,1,4,0,3,1,1,0,0,0,1,0,1,1,FALSE,TRUE,1,0.298258265
257,1,0,45,16,0,5,999,1,1,Other,24,10,6,0,4,5,3,0,1,3,4,1,2,1,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
259,1,1,30,3,0,6,4,2,0,Violent/Non-Sex,12,6,6,2,2,4,1,1,0,2,4,0,1,2,0,0,0,0,1,1,0,0,FALSE,TRUE,1,0.298258265
260,0,1,30,12,999,7,4,2,0,Drug,24,7,2,0,2,2,3,0,1,1,2,0,2,2,0,0,1,0,0,1,1,0,TRUE,FALSE,1,0.701741735
261,0,1,45,17,999,5,999,2,0,Property,48,10,5,0,5,0,5,0,0,3,2,0,3,0,1,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
262,0,0,30,12,999,9,9,2,0,999,24,7,5,2,0,3,4,0,0,2,1,0,0,2,1,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
264,1,1,50,9,0,6,4,1,0,Property,36,10,6,0,5,1,5,0,0,3,4,0,3,0,1,0,0,1,0,0,0,0,TRUE,FALSE,1,0.701741735
265,1,1,50,25,0,3,9,3,0,Violent/Non-Sex,48,10,6,3,5,1,4,0,0,3,4,1,3,0,1,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
266,1,0,45,19,0,6,1,3,3,Violent/Non-Sex,48,5,6,1,2,2,2,0,0,3,3,1,1,0,0,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
267,1,1,50,25,1,2,1,2,2,Property,12,10,5,0,5,2,5,0,0,3,4,0,3,1,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
268,1,1,35,6,0,9,1,3,0,Violent/Non-Sex,48,3,0,1,0,0,1,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,TRUE,FALSE,1,0.701741735
269,1,0,50,25,0,5,9,2,1,Property,24,8,6,0,5,1,3,0,0,2,4,0,3,0,1,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
271,1,0,40,14,0,3,1,3,0,Drug,12,10,6,0,4,4,5,0,1,3,3,0,3,2,1,0,1,0,0,1,1,0,FALSE,TRUE,1,0.298258265
273,1,1,30,5,1,9,9,2,2,Drug,36,7,6,0,1,5,5,0,1,3,3,0,1,2,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
274,1,1,30,4,0,7,4,2,2,999,24,6,6,1,2,5,3,0,0,1,2,0,1,2,1,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
276,1,0,30,22,0,6,9,2,1,Violent/Sex,36,4,3,1,0,0,2,0,0,2,3,1,1,0,0,0,0,0,1,1,0,1,FALSE,TRUE,1,0.298258265
277,1,1,30,4,0,9,9,3,1,Property,36,8,2,1,2,1,5,1,0,2,2,1,3,0,0,1,0,0,1,0,1,1,FALSE,TRUE,1,0.298258265
280,1,1,50,4,0,3,1,2,0,Property,24,10,6,0,5,2,4,0,0,3,3,0,3,0,1,0,0,0,0,0,1,0,FALSE,TRUE,1,0.298258265
281,1,1,45,19,0,4,1,1,3,Drug,24,10,6,1,4,1,5,0,0,3,4,0,3,1,1,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
283,1,0,50,20,0,7,999,2,2,Property,48,10,6,1,5,2,5,0,0,3,4,1,3,1,1,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
284,0,0,30,16,999,9,9,3,0,Other,24,5,3,1,0,2,5,0,0,3,2,0,0,2,1,0,0,1,0,1,1,0,FALSE,TRUE,1,0.298258265
285,1,0,35,1,1,9,9,3,1,Property,24,10,5,0,3,2,5,1,1,3,2,0,2,1,1,1,0,0,1,1,1,1,TRUE,FALSE,1,0.701741735
287,1,1,50,6,0,3,1,1,3,Property,48,3,6,2,0,0,4,1,0,3,4,1,0,0,1,1,0,0,0,0,1,1,FALSE,TRUE,1,0.298258265
289,1,0,30,24,1,8,4,2,1,Other,24,6,3,1,1,0,4,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0,TRUE,FALSE,1,0.701741735
290,1,1,50,23,0,2,1,2,0,Property,12,10,6,3,5,5,5,0,0,3,4,1,3,1,0,0,0,0,1,0,0,1,FALSE,TRUE,1,0.298258265
292,1,0,40,17,0,9,1,3,1,Property,24,10,6,1,5,1,5,0,0,3,4,1,3,0,1,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
293,1,0,35,17,1,1,1,3,3,Property,36,5,5,1,5,0,1,0,0,2,1,0,3,0,0,1,0,1,0,1,1,0,TRUE,FALSE,1,0.701741735
294,1,1,35,6,1,8,1,3,1,Other,12,10,6,3,2,3,5,1,1,3,4,1,0,0,1,0,1,0,0,1,0,0,FALSE,TRUE,1,0.298258265
296,1,0,35,11,1,9,9,2,0,Drug,12,10,5,1,5,3,5,0,0,3,4,0,3,2,1,0,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
297,1,0,50,16,0,10,9,2,2,Other,24,10,5,0,5,0,5,0,1,3,2,0,3,0,1,0,1,0,0,1,0,0,TRUE,FALSE,1,0.701741735
298,1,0,45,12,1,4,999,2,2,Drug,12,10,6,3,3,3,4,0,1,2,4,1,1,2,1,0,1,0,0,1,0,0,FALSE,TRUE,1,0.298258265
299,1,1,30,4,1,5,1,2,3,Drug,12,9,6,3,1,4,5,1,0,2,4,1,1,2,0,1,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
302,1,1,45,16,0,4,1,1,3,Property,12,10,6,0,5,4,5,0,0,3,4,0,3,1,1,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
303,1,1,45,3,0,7,4,2,0,999,24,10,6,2,2,5,3,0,0,3,1,1,1,2,1,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
304,1,0,45,12,0,10,1,2,0,Violent/Non-Sex,24,10,1,1,5,0,5,0,0,3,1,1,3,0,1,0,0,1,0,1,1,1,TRUE,FALSE,1,0.701741735
305,1,1,50,2,0,9,4,1,0,Property,24,10,6,0,5,0,5,0,1,3,4,0,3,0,1,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
306,1,1,35,14,0,8,4,2,1,Property,24,10,6,3,5,1,5,0,1,3,4,1,3,0,1,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
310,1,0,50,12,0,6,1,2,1,Property,36,10,6,0,5,1,5,0,0,3,3,0,3,1,1,0,0,1,0,1,1,1,FALSE,TRUE,1,0.298258265
311,1,0,45,2,0,10,9,2,0,Drug,36,10,6,2,5,3,5,0,0,3,4,0,3,2,1,0,0,0,1,0,1,0,FALSE,TRUE,1,0.298258265
314,1,1,35,14,0,7,999,2,0,Property,36,10,6,2,5,1,5,1,0,3,4,1,3,1,1,1,0,0,0,1,1,0,TRUE,FALSE,1,0.701741735
316,1,1,35,6,0,6,4,3,3,Property,24,10,6,2,5,0,4,0,1,1,4,0,3,0,1,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
317,1,0,30,6,0,5,1,2,3,Other,12,6,6,1,3,3,2,0,1,2,1,0,1,2,0,0,1,0,0,1,1,0,TRUE,FALSE,1,0.701741735
319,1,0,40,17,1,8,9,2,1,Violent/Non-Sex,48,10,4,2,5,1,5,0,0,3,2,1,3,0,1,0,0,1,0,0,1,1,FALSE,TRUE,1,0.298258265
320,1,0,35,15,1,10,1,1,0,Other,24,10,6,3,2,5,5,0,1,3,4,1,1,2,1,0,1,1,0,1,1,0,FALSE,TRUE,1,0.298258265
322,1,0,45,17,0,3,1,3,0,Property,12,9,6,0,4,4,5,0,0,3,4,0,3,2,1,0,0,0,1,1,1,1,TRUE,FALSE,1,0.701741735
323,1,0,30,17,0,10,9,3,3,Property,24,9,6,3,5,1,5,1,0,3,1,1,2,0,1,0,0,0,1,1,0,1,FALSE,TRUE,1,0.298258265
324,1,0,45,17,0,7,4,2,2,Violent/Non-Sex,36,7,4,1,2,5,5,0,1,3,4,0,2,2,1,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
325,1,1,35,2,0,6,9,3,0,999,48,7,1,2,1,2,2,0,0,2,0,1,0,1,0,0,1,0,0,1,1,1,TRUE,FALSE,1,0.701741735
326,0,0,45,17,999,6,4,2,0,Drug,24,10,2,0,2,5,3,0,1,1,3,0,0,2,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
328,1,0,30,16,0,7,4,3,3,Violent/Non-Sex,48,6,5,2,1,1,3,0,1,2,4,1,0,1,1,0,1,0,0,1,1,1,TRUE,FALSE,1,0.701741735
329,1,0,45,17,0,5,999,3,1,Drug,36,10,5,0,5,2,5,0,1,3,4,1,3,2,1,0,1,1,0,0,0,0,FALSE,TRUE,1,0.298258265
331,1,1,35,11,0,10,9,2,1,Property,24,5,5,0,5,0,3,0,0,2,1,0,3,0,0,0,0,1,0,0,0,0,FALSE,TRUE,1,0.298258265
333,1,0,50,4,0,9,1,2,3,Other,24,10,6,3,4,4,5,0,0,3,2,0,3,2,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
334,1,0,35,17,0,3,1,1,0,Drug,12,5,4,0,2,4,2,0,0,3,3,0,2,2,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
335,1,0,50,12,0,7,4,2,2,Drug,48,10,6,2,4,3,4,0,1,3,2,1,2,1,1,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
336,1,0,40,17,0,5,1,2,3,999,24,5,6,0,0,5,3,0,0,2,1,0,0,2,1,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
337,1,0,25,9,0,8,1,2,1,Property,24,4,2,0,3,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,FALSE,TRUE,1,0.298258265
338,0,0,45,17,999,9,9,3,0,Property,24,10,6,1,5,1,5,0,0,3,2,1,3,1,1,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
339,0,0,35,17,999,5,999,2,3,Property,12,10,6,3,5,1,5,1,0,3,4,1,3,1,1,0,0,0,1,0,1,0,FALSE,TRUE,1,0.298258265
340,1,1,30,8,1,5,9,3,2,Violent/Non-Sex,24,4,6,1,4,0,5,1,0,2,2,0,3,0,0,1,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
342,1,0,45,17,0,3,999,3,0,Drug,12,5,6,0,0,4,5,0,0,3,4,0,0,2,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
343,1,0,35,17,0,9,9,1,1,Property,36,10,3,0,5,5,3,0,0,1,2,0,2,2,1,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
344,1,1,40,5,0,4,1,2,2,Other,12,7,6,3,2,1,3,1,1,1,4,1,1,0,0,0,0,0,1,0,1,0,FALSE,TRUE,1,0.298258265
345,1,1,50,5,0,4,999,3,3,Drug,12,4,3,0,3,2,3,0,0,1,3,0,2,2,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
346,1,0,35,16,0,5,999,2,0,Other,24,4,6,2,0,1,3,1,0,2,4,1,0,2,1,1,0,0,0,1,0,1,TRUE,FALSE,1,0.701741735
347,1,0,40,16,0,3,999,3,0,Drug,24,8,6,0,2,2,5,0,0,2,4,0,3,1,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
349,1,0,30,2,0,6,1,3,0,Property,12,6,3,0,2,4,4,0,1,1,2,0,2,2,1,0,1,0,1,1,0,0,TRUE,FALSE,1,0.701741735
351,1,0,30,17,0,7,4,2,1,Drug,48,7,6,2,5,3,5,1,0,3,4,1,3,2,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
352,1,0,50,11,0,4,1,2,3,Other,24,10,6,1,3,5,2,0,0,3,4,1,1,1,1,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
354,1,1,35,16,0,4,1,3,3,Violent/Non-Sex,12,5,6,2,1,2,4,0,1,0,4,1,3,0,1,0,1,1,1,1,1,0,TRUE,FALSE,1,0.701741735
355,1,0,50,5,0,10,9,1,2,999,36,10,1,0,5,1,5,0,0,3,0,0,3,0,0,0,0,1,0,1,1,0,TRUE,FALSE,1,0.701741735
358,1,0,45,17,0,5,9,2,0,Property,36,5,6,0,1,3,5,0,0,3,4,0,1,1,1,0,0,0,1,1,1,1,FALSE,TRUE,1,0.298258265
359,1,0,45,20,0,5,1,2,2,999,24,10,6,1,5,2,5,0,0,3,2,1,3,0,1,1,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
360,0,0,40,13,999,10,9,1,2,999,12,10,6,0,5,2,4,0,0,3,1,0,3,2,1,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
361,1,0,35,17,0,8,9,2,2,Other,36,8,3,0,0,4,5,0,1,2,2,0,0,2,1,0,1,1,0,0,0,0,FALSE,TRUE,1,0.298258265
366,1,0,35,17,0,7,1,1,0,Drug,12,5,5,0,5,2,1,0,0,1,4,0,3,1,0,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
367,1,1,30,20,0,6,4,3,1,Other,12,4,2,0,2,2,1,0,1,2,2,0,2,1,1,0,1,0,0,1,0,0,TRUE,FALSE,1,0.701741735
368,0,0,45,20,999,8,9,3,3,999,12,10,3,1,5,2,4,0,0,3,3,0,3,2,1,0,0,0,0,1,1,1,FALSE,TRUE,1,0.298258265
370,1,1,50,20,0,5,999,1,2,Drug,12,10,6,3,1,5,2,0,0,3,4,1,1,2,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
375,1,1,40,20,0,9,1,2,1,Property,24,10,3,1,5,3,1,0,1,3,3,0,3,1,0,0,1,0,0,1,1,0,TRUE,FALSE,1,0.701741735
376,0,1,45,21,999,2,1,2,2,Property,12,9,0,0,5,0,0,0,0,2,2,0,3,0,1,0,0,0,1,0,0,0,FALSE,TRUE,1,0.298258265
377,1,1,45,21,0,2,1,2,3,Other,12,10,6,3,3,0,0,1,1,3,4,1,1,0,0,0,1,0,0,1,0,0,FALSE,TRUE,1,0.298258265
378,1,0,35,24,0,8,4,3,0,Property,12,5,1,0,5,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,FALSE,TRUE,1,0.298258265
379,1,1,35,1,0,3,9,2,3,Drug,12,6,1,1,1,3,2,0,0,3,0,0,0,2,0,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
381,1,1,40,21,0,999,999,2,1,Other,24,5,1,2,0,3,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
382,1,1,30,20,0,999,9,3,1,Violent/Non-Sex,36,5,6,3,4,1,2,0,0,3,4,1,1,1,0,1,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
383,0,0,35,12,999,8,4,3,0,Drug,36,8,5,1,0,5,3,0,0,3,3,1,0,2,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
384,1,1,45,6,1,10,9,3,3,Property,48,10,6,2,5,2,4,1,0,3,4,1,3,1,1,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
385,1,1,35,1,1,10,9,3,3,Drug,48,10,6,3,1,5,3,1,1,3,4,1,1,2,1,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
388,1,0,30,7,0,4,1,3,0,Drug,12,6,6,1,3,5,2,0,0,2,4,0,2,2,0,0,0,0,0,0,1,0,TRUE,FALSE,1,0.701741735
389,1,0,40,22,0,4,1,3,1,999,12,9,6,2,5,0,5,0,0,3,4,1,3,1,1,0,0,0,0,0,0,1,FALSE,TRUE,1,0.298258265
391,1,1,35,21,0,3,1,3,3,Drug,12,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
392,1,1,30,21,0,5,1,3,0,Property,12,4,6,1,4,1,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
393,1,0,45,17,0,4,1,1,1,Drug,24,8,5,0,4,3,4,0,0,3,3,0,3,2,0,0,0,0,1,1,1,0,TRUE,FALSE,1,0.701741735
394,1,1,30,20,0,10,9,3,0,Property,36,3,0,1,2,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,FALSE,TRUE,1,0.298258265
395,1,1,35,21,0,3,4,2,0,Other,12,8,6,2,1,5,5,0,1,0,3,1,0,2,1,0,1,0,0,1,0,0,FALSE,TRUE,1,0.298258265
396,0,1,35,22,999,9,9,3,3,Property,24,10,1,0,5,0,4,0,0,3,1,0,3,0,1,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
397,1,0,50,1,0,3,1,2,1,Drug,12,10,6,0,5,4,5,0,0,2,4,0,0,2,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
398,1,0,30,7,0,5,1,3,1,999,12,10,5,2,5,1,1,0,0,2,1,0,3,0,0,0,0,0,0,1,0,0,TRUE,FALSE,1,0.701741735
399,1,1,30,20,1,9,9,3,1,Violent/Non-Sex,48,8,5,1,5,0,5,0,1,2,4,1,3,0,1,1,1,0,0,0,0,1,TRUE,FALSE,1,0.701741735
401,1,0,40,12,0,9,9,2,0,Drug,12,10,6,1,5,4,5,1,0,3,4,0,3,2,1,0,0,1,0,1,0,0,FALSE,TRUE,1,0.298258265
403,1,1,45,11,0,8,4,1,2,Property,12,10,4,1,5,2,2,0,0,3,2,0,3,0,0,0,0,0,0,0,1,0,FALSE,TRUE,1,0.298258265
404,1,1,35,11,0,5,1,1,3,Violent/Non-Sex,48,8,2,1,2,5,0,0,1,2,3,1,2,2,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
405,0,0,40,17,999,6,9,1,0,Violent/Non-Sex,48,5,5,3,1,0,0,1,0,1,3,1,0,0,0,1,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
407,0,0,40,21,999,3,9,3,3,Property,12,7,6,1,5,0,4,0,0,2,4,1,3,0,1,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
408,1,1,50,22,0,3,999,1,1,Property,24,9,6,1,4,1,4,0,1,3,4,1,3,1,0,0,1,0,0,1,1,0,FALSE,TRUE,1,0.298258265
409,1,1,35,20,0,7,999,3,2,Violent/Non-Sex,12,6,6,3,5,5,4,0,0,3,4,0,3,2,1,1,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
412,1,0,40,20,0,3,1,3,3,Drug,12,9,6,2,0,4,2,0,0,2,2,1,0,2,0,0,0,0,0,1,1,0,FALSE,TRUE,1,0.298258265
413,1,1,50,1,0,3,1,3,0,Other,24,4,3,1,0,4,2,0,1,0,2,0,1,2,1,0,1,0,0,1,1,0,FALSE,TRUE,1,0.298258265
414,1,0,40,14,1,1,9,3,0,Property,36,10,2,0,5,2,3,0,0,3,0,0,3,1,1,0,0,0,1,1,1,0,TRUE,FALSE,1,0.701741735
416,1,0,35,14,0,4,1,2,0,999,24,10,6,0,3,5,5,0,0,1,3,0,0,2,1,0,0,1,0,1,1,0,TRUE,FALSE,1,0.701741735
417,0,0,50,22,999,8,1,2,0,Violent/Non-Sex,48,10,6,2,5,0,4,0,0,3,4,1,3,0,1,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
418,1,1,45,14,0,5,999,2,3,999,24,10,6,3,2,5,3,0,1,3,3,1,2,2,0,0,0,1,1,1,1,0,FALSE,TRUE,1,0.298258265
419,1,1,30,22,1,8,4,2,3,Drug,48,8,3,1,0,5,5,0,0,3,3,0,0,2,1,0,0,1,0,1,1,0,FALSE,TRUE,1,0.298258265
421,1,1,50,22,0,3,1,2,3,Violent/Non-Sex,48,10,6,3,5,0,4,0,0,2,4,1,0,0,1,0,0,0,0,1,0,1,FALSE,TRUE,1,0.298258265
422,1,1,35,14,1,9,9,2,2,Violent/Non-Sex,36,10,6,3,5,0,5,0,1,3,4,0,3,0,1,0,1,1,0,1,1,0,TRUE,FALSE,1,0.701741735
423,1,0,50,17,0,3,1,3,0,Drug,36,10,5,1,1,5,5,0,0,3,4,0,0,2,1,0,0,0,1,1,1,0,FALSE,TRUE,1,0.298258265
424,1,0,50,6,0,8,1,1,0,Property,36,10,6,2,5,1,5,0,0,3,4,0,3,0,1,0,0,0,0,1,1,1,TRUE,FALSE,1,0.701741735
425,1,0,50,8,0,2,1,2,3,Other,12,6,6,0,1,0,4,0,0,3,4,0,1,0,1,0,0,0,1,1,0,0,FALSE,TRUE,1,0.298258265
426,1,0,45,23,0,7,4,2,0,Property,36,8,4,0,5,0,5,0,0,3,1,0,3,0,1,0,0,0,1,0,1,1,FALSE,TRUE,1,0.298258265
428,1,1,35,21,0,5,1,3,1,Drug,24,5,6,2,1,4,3,1,0,1,4,1,1,2,0,1,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
429,1,0,40,17,0,5,1,2,0,Property,48,10,4,1,5,1,5,0,0,1,2,0,2,0,1,0,0,0,0,0,1,0,TRUE,FALSE,1,0.701741735
430,0,1,20,8,999,7,4,3,0,Drug,36,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,FALSE,TRUE,1,0.298258265
431,1,1,45,8,0,8,9,1,3,Violent/Non-Sex,48,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,TRUE,1,0.298258265
432,0,0,40,10,999,7,4,2,2,999,24,7,6,2,0,3,5,0,0,1,2,0,0,1,0,0,0,0,1,1,1,1,FALSE,TRUE,1,0.298258265
433,1,1,35,21,0,3,999,3,3,Property,12,7,6,0,5,0,4,0,0,2,4,0,2,0,0,0,0,0,1,1,1,0,TRUE,FALSE,1,0.701741735
